english_word,part_of_speech,transcription,russian_word,speech
expose,(v.),[ɪkˈspəʊz],"делать видимым, разоблачать",[sound:expose.mp3]
colleague,(n.),[ˈkɒliːɡ],"коллега, сослуживец",[sound:colleague.mp3]
opening,(n.),[ˈoʊpnɪŋ],"дыра, открывание",[sound:opening.mp3]
historical,(adj.),[hɪˈstɒrɪk(ə)l],исторический,[sound:historical.mp3]
garage,(n.),[ˈɡærɑːdʒ],гараж,[sound:garage.mp3]
import,(n.),[ˈɪmpɔːt],импорт,[sound:import.mp3]
rhythm,(n.),[ˈrɪð(ə)m],"ритм, такт",[sound:rhythm.mp3]
resolve,(v.),[rɪˈzɒlv],"решать, принимать решение",[sound:resolve.mp3]
unnecessary,(adj.),[ʌnˈnesəsərɪ],"излишний, лишний, ненужный",[sound:unnecessary.mp3]
cheerfully,(adv.),[ˈtʃɪəfʊli],"радостно, весело, бодро",[sound:cheerfully.mp3]
disturbing,(adj.),[dɪˈstəːbɪŋ],"беспокоящий, волнующий",[sound:disturbing.mp3]
whisper,(v.),[ˈwɪspə(r)],шептать,[sound:whisper.mp3]
deposit,(n.),[dɪˈpɒzɪt],"депозит, залог, задаток",[sound:deposit.mp3]
sorry,(exclamation),[ˈsɑriː],виноват! простите!,[sound:sorry.mp3]
sour,(adj.),[ˈsaʊə(r)],кислый,[sound:sour.mp3]
arrival,(n.),[əˈraɪv(ə)l],"прибытие, вновь прибывший",[sound:arrival.mp3]
shooting,(n.),[ˈʃuːtɪŋ],стрельба,[sound:shooting.mp3]
distribute,(v.),[dɪˈstrɪbjuːt],"распределять, раздавать, распространять",[sound:distribute.mp3]
entitle,(v.),[ɪnˈtaɪt(ə)l],"давать право, давать название, озаглавливать",[sound:entitle.mp3]
fishing,(n.),[ˈfɪʃɪŋ],рыбалка,[sound:fishing.mp3]
lord,(n.),[lɔːd],"господин, владыка, повелитель",[sound:lord.mp3]
participate,(v.),[pɑːˈtɪsɪpeɪt],участвовать,[sound:participate.mp3]
arms,(n.),[ˈɑrmz],"оружие, вооружение (особенно армейское)",[sound:arms.mp3]
majority,(n.),[məˈdʒɒrɪtɪ],большинство,[sound:majority.mp3]
assist,(v.),[əˈsɪst],"помогать, содействовать",[sound:assist.mp3]
split,(v.),[splɪt],"раскалывать, разрывать, делить",[sound:split.mp3]
reserve,(v.),[rɪˈzəːv],"запасать, резервировать",[sound:reserve.mp3]
spray,(n.),[spreɪ],"мелкие брызги, распылитель",[sound:spray.mp3]
alongside,(prep.),[əlɒŋˈsaɪd],"около, рядом, у",[sound:alongside.mp3]
affair,(n.),[əˈfeə(r)],"дело, проишествие, событие",[sound:affair.mp3]
squeeze,(v.),[skwiːz],"сжимать, сдавливать",[sound:squeeze.mp3]
restriction,(n.),[rɪˈstrɪkʃ(ə)n],ограничение,[sound:restriction.mp3]
stable,(adj.),[ˈsteɪb(ə)l],"стойкий, устойчивый",[sound:stable.mp3]
stable,(n.),[ˈsteɪb(ə)l],"конюшня, стойло, хлев",[sound:stable.mp3]
staff,(n.),[stɑːf],"штат служащих, персонал",[sound:staff.mp3]
logic,(n.),[ˈlɒdʒɪk],логика,[sound:logic.mp3]
digital,(adj.),[ˈdɪdʒɪt(ə)l],цифровой,[sound:digital.mp3]
irritated,(adj.),[ˈɪrɪteɪtıd],"сердитый, раздражённый",[sound:irritated.mp3]
alter,(v.),[ˈɔːltə(r)],"изменять, менять",[sound:alter.mp3]
diamond,(n.),[ˈdaɪəmənd],"алмаз, бриллиант",[sound:diamond.mp3]
function,(n.),[ˈfʌŋkʃ(ə)n],"функция, назначение",[sound:function.mp3]
rate,(v.),[ˈreɪt],"оценивать, исчислять",[sound:rate.mp3]
status,(n.),[ˈsteɪtəs],"положение, статус",[sound:status.mp3]
commercial,(n.),[kəˈməːʃ(ə)l],коммерческая реклама,[sound:commercial.mp3]
emphasis,(n.),[ˈemfəsɪs],"выразительность, сила, ударение, эмфаза",[sound:emphasis.mp3]
steel,(n.),[stiːl],сталь,[sound:steel.mp3]
steer,(v.),[stɪə(r)],управлять (авто и тд.),[sound:steer.mp3]
stiff,(adj.),[stɪf],"жесткий, тугой",[sound:stiff.mp3]
focus,(v.),[ˈfəʊkəs],"сосредоточивать, концентрироваться, фокусировать",[sound:focus.mp3]
useless,(adj.),[ˈjuːslɪs],"бесполезный, неспособный",[sound:useless.mp3]
resident,(adj.),[ˈrezɪd(ə)nt],проживающий,[sound:resident.mp3]
version,(n.),[ˈvəːʃ(ə)n],"версия, вариант",[sound:version.mp3]
stress,(v.),[ˈstres],"подчёркивать, делать акцент",[sound:stress.mp3]
certificate,(n.),[səˈtɪfɪkət],"сертификат, документ, свидетельство",[sound:certificate.mp3]
strictly,(adv.),[ˈstrɪkliː],"строго, внимательно, бдительно",[sound:strictly.mp3]
openly,(adv.),[ˈoʊpənliː],"открыто, публично",[sound:openly.mp3]
awkward,(adj.),[ˈɔːkwəd],"неудобный, затруднительный, неловкий",[sound:awkward.mp3]
export,(v.),[ˈekspɔːt],"экспортировать, перевозить",[sound:export.mp3]
hi,(exclamation),[haɪ],здорово ! привет !,[sound:hi.mp3]
click,(v.),[klɪk],щелкать,[sound:click.mp3]
disappointed,(adj.),[dɪsəˈpɔɪntid],"разочарованный, огорчённый",[sound:disappointed.mp3]
horror,(n.),[ˈhɒrə(r)],"ужас, страх",[sound:horror.mp3]
substantially,(adv.),[səbˈstænʃ(ə)lɪ],"существенно, в основном, прочно",[sound:substantially.mp3]
firm,(adv.),[ˈfərm],"крепко, твёрдо",[sound:firm.mp3]
fish,(v.),[ˈfɪʃ],удить рыбу,[sound:fish.mp3]
such,(pron.),[ˈsətʃ],"таковой, такой",[sound:such.mp3]
doubt,(v.),[ˈdæʊt],"сомневаться, не верить",[sound:doubt.mp3]
concrete,(n.),[ˈkɒŋkriːt],бетон,[sound:concrete.mp3]
sufficient,(adj.),[səˈfɪʃ(ə)nt],"достаточный, обоснованный",[sound:sufficient.mp3]
exhibit,(n.),[exhibit],"экспонат, показ",[sound:exhibit.mp3]
desperate,(adj.),[ˈdespərət],"безнадежный, остронуждающийся",[sound:desperate.mp3]
self,(n.),[self],"собственная личность, сам",[sound:self.mp3]
supermarket,(n.),[ˈsuːpəmɑːkɪt],универсам,[sound:supermarket.mp3]
interruption,(n.),[ɪntəˈrʌpʃ(ə)n],"перерыв, пауза, препятствие",[sound:interruption.mp3]
investigation,(n.),[ɪnvestɪˈɡeɪʃ(ə)n],"расследование, следствие",[sound:investigation.mp3]
depressed,(adj.),[dɪˈprest],"подавленный, угнетенный",[sound:depressed.mp3]
attorney,(n.),[əˈtəːnɪ],"адвокат, поверенный",[sound:attorney.mp3]
minority,(n.),[maɪˈnɒrɪtɪ],меньшинство,[sound:minority.mp3]
crisp,(adj.),[krɪsp],"хрустящий, свежий, морозный",[sound:crisp.mp3]
technique,(n.),[tekˈniːk],"техника, метод",[sound:technique.mp3]
triangle,(n.),[ˈtraɪæŋɡ(ə)l],треугольник,[sound:triangle.mp3]
propose,(v.),[prəˈpəʊz],предлагать,[sound:propose.mp3]
harmless,(adj.),[ˈhɑːmlɪs],"безвредный, безопастный",[sound:harmless.mp3]
equal,(v.),[ˈiːkwəl],"равняться, быть одинаковым",[sound:equal.mp3]
downstairs,(n.),[ˈdæʊnˈsterz],"низ, нижний этаж, подвальный этаж",[sound:downstairs.mp3]
channel,(n.),[ˈtʃæn(ə)l],канал,[sound:channel.mp3]
loyal,(adj.),[ˈlɔɪəl],"верный, преданный, лояльный",[sound:loyal.mp3]
spin,(v.),[spɪn],"крутить, вертеть",[sound:spin.mp3]
campaign,(n.),[kæmˈpeɪn],кампания,[sound:campaign.mp3]
sympathy,(n.),[ˈsɪmpəθɪ],"симпатия, сочувствие",[sound:sympathy.mp3]
empty,(v.),[ˈem(p)tiː],"опорожнять, выливать, высыпать",[sound:empty.mp3]
tackle,(v.),[ˈtæk(ə)l],"заниматься (проблемой), блокировать (игрока)",[sound:tackle.mp3]
talent,(n.),[ˈtælənt],талант,[sound:talent.mp3]
code,(n.),[kəʊd],"код, шифр",[sound:code.mp3]
target,(n.),[ˈtɑːɡɪt],"цель, мишень",[sound:target.mp3]
justice,(n.),[ˈdʒʌstɪs],справедливость,[sound:justice.mp3]
expense,(n.),[ɪkˈspens],"затрата, расход, цена",[sound:expense.mp3]
sincerely,(adv.),[sɪnˈsɪə(r)lɪ],"искренне, честно, открыто",[sound:sincerely.mp3]
taxi,(n.),[ˈtæksɪ],такси,[sound:taxi.mp3]
teaching,(n.),[ˈtiːtʃɪŋ],"обучение, доктрина, учение",[sound:teaching.mp3]
nest,(v.),[ˈnest],гнездиться,[sound:nest.mp3]
host,(n.),[həʊst],хозяин,[sound:host.mp3]
tear,(n.),[ˈtɪr],слеза,[sound:tear_=_drop.mp3]
surroundings,(n.),[səˈræʊndɪŋz],"окрестности, среда, окружение",[sound:surroundings.mp3]
related,(adj.),[rɪˈleɪtɪd],"родственный, связанный",[sound:related.mp3]
attempted,(adj.),[əˈtemptid],"неудавшийся, неудачный",[sound:attempted.mp3]
leading,(adj.),[ˈliːdɪŋ],"ведущий, главный",[sound:leading.mp3]
term,(n.),[təːm],"срок, длительность",[sound:term.mp3]
term,(n.),[təːm],"выражение, семестр, условия договора",[sound:term.mp3]
terribly,(adv.),[ˈterɪblɪ],"страшно, крайне, очень",[sound:terribly.mp3]
terror,(n.),[ˈterə(r)],"страх, ужас, террор",[sound:terror.mp3]
separated,(adj.),[ˈsepərət],разделенный,[sound:separated.mp3]
ingredient,(n.),[ɪnˈɡriːdɪənt],"ингредиент, составная часть",[sound:ingredient.mp3]
thickness,(n.),[ˈθɪknɪs],"толщина, плотность",[sound:thickness.mp3]
journalist,(n.),[ˈdʒəːnəlɪst],журналист,[sound:journalist.mp3]
core,(n.),[kɔː(r)],"центр, сердцевина, ядро",[sound:core.mp3]
engineer,(n.),[endʒɪˈnɪə(r)],"инженер, конструктор",[sound:engineer.mp3]
credit card,(n.),[ˈkredɪt kɑːd],банковская карточка (пластик),[sound:credit_card.mp3]
flow,(n.),[ˈfloʊ],"течение, поток",[sound:flow.mp3]
unhappiness,(n.),[ʌnˈhæpɪnɪs],несчастье,[sound:unhappiness.mp3]
ruler,(n.),[ˈruːlər],линейка,[sound:ruler.mp3]
account,(n.),[əˈkaʊnt],"счет, отчет, учет",[sound:account.mp3]
disgusted,(adj.),[dɪsˈɡʌst],чувствующий отвращение,[sound:disgusted.mp3]
throughout,(adv.),[θruːˈæʊt],"повсюду, везде",[sound:throughout.mp3]
confusion,(n.),[kənˈfjuːʒ(ə)n],"смущение, смятение",[sound:confusion.mp3]
institute,(n.),[ˈɪnstɪtjuːt],институт,[sound:institute.mp3]
twisted,(adj.),[ˈtwɪstɪd],"скрученный, витой",[sound:twisted.mp3]
tightly,(adv.),[ˈtaɪtlɪ],"наглухо, плотно, туго",[sound:tightly.mp3]
occupy,(v.),[ˈɒkjʊpaɪ],"занимать, арендовать, захватывать",[sound:occupy.mp3]
mayor,(n.),[meə(r)],мэр,[sound:mayor.mp3]
beneath,(adv.),[bɪˈniːθ],"внизу, ниже",[sound:beneath.mp3]
exhibit,(v.),[exhibit],"показывать, выставлять",[sound:exhibit.mp3]
cultural,(adj.),[ˈkʌltʃər(ə)l],культурный,[sound:cultural.mp3]
steeply,(adv.),[stiːpliː],круто,[sound:steeply.mp3]
engineering,(n.),[endʒɪˈnɪərɪŋ],"инженерное искусство, машиностроение",[sound:engineering.mp3]
final,(n.),[ˈfaɪnəl],"завершающий, конечный",[sound:final.mp3]
ally,(v.),[ˈælaɪ],"объединиться, породниться",[sound:ally.mp3]
insert,(v.),[ɪnˈsəːt],"вставлять, вкладывать",[sound:insert.mp3]
coal,(n.),[kəʊl],уголь,[sound:coal.mp3]
merely,(adv.),[ˈmɪəlɪ],"только, просто (для выделения факта)",[sound:merely.mp3]
tough,(adj.),[tʌf],"жёсткий, плотный, упругий",[sound:tough.mp3]
toward,(adj.),[ˈtoʊərd],"по направлению, по отношению к, предстоящий, для, к моменту",[sound:toward.mp3]
tower,(n.),[ˈtaʊə(r)],башня,[sound:tower.mp3]
toy,(adj.),[ˈtɔɪ],"игрушечный, кукольный",[sound:toy.mp3]
trace,(n.),[treɪs],"след, отпечаток, признак",[sound:trace.mp3]
trace,(v.),[treɪs],"следовать, выслеживать",[sound:trace.mp3]
trade,(v.),[treɪd],"торговать, обменивать",[sound:trade.mp3]
phase,(n.),[feɪz],"фаза, стадия, этап",[sound:phase.mp3]
barely,(adv.),[ˈbeəlɪ],"просто, только, всего лишь",[sound:barely.mp3]
suspicious,(adj.),[səˈspɪʃəs],"подозрительный, недоверчивый",[sound:suspicious.mp3]
transform,(v.),[trænsˈfɔːm],"изменять, переделывать, трансформировать",[sound:transform.mp3]
dancing,(n.),[ˈdɑːnsɪŋ],"танцы, пляска",[sound:dancing.mp3]
unsuccessful,(adv.),[ʌnsəkˈsesfʊl],"безуспешный, неудачный",[sound:unsuccessful.mp3]
trap,(n.),[træp],"капкан, ловушка",[sound:trap.mp3]
individual,(n.),[ˌɪndəˈvɪdʒwəl],"индивидуум, лицо, личность, особа",[sound:individual.mp3]
traveler,(n.),[ˈtrævələ(r)],"путешественник, турист",[sound:traveler.mp3]
pace,(n.),[peɪs],"темп, скорость, шаг",[sound:pace.mp3]
trick,(v.),[ˈtrɪk],"обманывать, подшучивать",[sound:trick.mp3]
maximum,(n.),[ˈmæksɪməm],максимальное значение,[sound:maximum.mp3]
complex,(adj.),[ˈkɒmpleks],"смешанный, составной",[sound:complex.mp3]
genuinely,(adv.),[ˈdʒenjʊɪnli],"искренне, неподдельно",[sound:genuinely.mp3]
zone,(n.),[zəʊn],"зона, район",[sound:zone.mp3]
stock,(n.),[stɒk],"запас, ассортимент",[sound:stock.mp3]
Tuesday,(n.),[ˈtjuːzdeɪ],вторник,[sound:tuesday.mp3]
credit,(n.),[ˈkredɪt],"кредит, заслуга, доверие",[sound:credit.mp3]
vision,(n.),[ˈvɪʒ(ə)n],зрение,[sound:vision.mp3]
briefly,(adv.),[ˈbriːflɪ],"коротко, кратко, сжато",[sound:briefly.mp3]
reveal,(v.),[rɪˈviːl],"открывать, разоблачать",[sound:reveal.mp3]
plug,(n.),[plʌɡ],"эл. вилка, пробка",[sound:plug.mp3]
flood,(v.),[ˈfləd],"заливать, затоплять",[sound:flood.mp3]
killing,(n.),[ˈkɪlɪŋ],"убийство, убой",[sound:killing.mp3]
affection,(n.),[əˈfekʃ(ə)n],"любовь, чувство близости, привязанность",[sound:affection.mp3]
underneath,(prep.),[ʌndəˈniːθ],"под (чем то), ниже (чего либо)",[sound:underneath.mp3]
engaged,(adj.),[ɪnˈɡeɪdʒd],"занятый, заинтересованный",[sound:engaged.mp3]
abroad,(adv.),[əˈbrɔːd],"за границей, за границу",[sound:abroad.mp3]
broadcast,(v.),[brɔːdkɑːst],"передавать по радио или телевидению, вещать",[sound:broadcast.mp3]
clerk,(n.),[klɑːk],"клерк, портье, продавец",[sound:clerk.mp3]
crowded,(adj.),[ˈkræʊdɪd],переполненный,[sound:crowded.mp3]
indoors,(adv.),[ɪnˈdɔːz],"внутри дома, в помещении",[sound:indoors.mp3]
remains,(n.),[rɪˈmeɪnz],"остаток, остатки",[sound:remains.mp3]
shelter,(v.),[ˈʃeltə(r)],"приютить, укрывать, служить приютом",[sound:shelter.mp3]
abuse,(n.),[əˈbjuːs],"злоупотребление, жестокое обращение, оскорбление",[sound:abuse.mp3]
amazed,(adj.),[əˈmeɪzd],"изумлённый, поражённый",[sound:amazed.mp3]
unite,(v.),[juːˈnaɪt],"объединять, соединяться",[sound:unite.mp3]
universal,(adj.),[juːnɪˈvəːs(ə)l],универсальный,[sound:universal.mp3]
association,(n.),[əsəʊsɪˈeɪʃ(ə)n],"соединение, объединение",[sound:association.mp3]
frame,(v.),[ˈfreɪm],"собирать (конструкцию), обрамлять",[sound:frame.mp3]
downtown,(adv.),[ˈdaʊntaʊn],"вниз, в город",[sound:downtown.mp3]
material,(adj.),[məˈtɪriːəl],"материальный, физический, телесный",[sound:material.mp3]
parallel,(adj.),[ˈpærəlel],параллельный,[sound:parallel.mp3]
hunting,(n.),[ˈhʌntɪŋ],"охота, погоня",[sound:hunting.mp3]
lacking,(adj.),[ˈlækɪŋ],"лишенный, не имеющий (чего-л.)",[sound:lacking.mp3]
cast,(v.),[kɑːst],"бросать, кидать",[sound:cast.mp3]
urge,(n.),[əːdʒ],"порыв, сильное желание",[sound:urge.mp3]
infected,(adj.),[ɪnˈfektid],"заражённый, инфицированный",[sound:infected.mp3]
notion,(n.),[ˈnəʊʃ(ə)n],"мнение, идея",[sound:notion.mp3]
valid,(adj.),[ˈvælɪd],"действительный, правомерный",[sound:valid.mp3]
van,(n.),[væn],фургон,[sound:van.mp3]
note,(v.),[ˈnoʊt],"замечать, отмечать",[sound:note.mp3]
venture,(n.),[ˈventʃə(r)],"рискованное начинание, спекуляция",[sound:venture.mp3]
effective,(adj.),[ɪˈfektɪv],"действенный, результативный",[sound:effective.mp3]
via,(prep.),[ˈvaɪə],"через, сквозь",[sound:via.mp3]
bit,(n.),[bɪt],"кусочек, частица",[sound:bit.mp3]
victory,(n.),[ˈvɪktərɪ],победа,[sound:victory.mp3]
largely,(adv.),[ˈlɑrdʒliː],в значительной степени,[sound:largely.mp3]
unacceptable,(adj.),[ʌnəkˈseptəb(ə)l],"недопустимый, непозволительный, неприемлемый",[sound:unacceptable.mp3]
superior,(adj.),[suːˈpɪərɪə(r)],"высший, старший, лучший",[sound:superior.mp3]
aside,(adv.),[əˈsaɪd],"в сторону, отдельно",[sound:aside.mp3]
diet,(n.),[ˈdaɪət],"пища, еда, диета",[sound:diet.mp3]
visible,(adj.),[ˈvɪzɪb(ə)l],"видимый, видный",[sound:visible.mp3]
dull,(adj.),[dʌl],"тупой, скучный, занудный, тусклый",[sound:dull.mp3]
award,(v.),[əˈwɔːd],"присуждать, награждать",[sound:award.mp3]
wage,(n.),[weɪdʒ],"зарплата, залог",[sound:wage.mp3]
date,(v.),[ˈdeɪt],"датировать, ходить на свидания",[sound:date.mp3]
attached,(adj.),[əˈtæʃeɪ],"прикреплённый, приложенный",[sound:attached.mp3]
faithful,(adj.),[ˈfeɪθfʊl],"верный, преданный, стойкий, верующий",[sound:faithful.mp3]
brilliant,(adj.),[ˈbrɪljənt],"сверкающий, замечательный (о человеке)",[sound:brilliant.mp3]
extension,(n.),[ɪkˈstenʃ(ə)n],"удлинение, растягивание, вытягивание",[sound:extension.mp3]
sexually,(adv.),[ˈsekʃwəliː],сексуально,[sound:sexually.mp3]
minimum,(n.),[ˈmɪnɪməm],минимальное количество,[sound:minimum.mp3]
strip,(n.),[strɪp],"полоса, полоска, лента",[sound:strip.mp3]
aloud,(adv.),[əˈlaʊd],"вслух, громко",[sound:aloud.mp3]
bid,(n.),[bɪd],предложение цены,[sound:bid.mp3]
category,(n.),[kætɪɡərɪ],категория,[sound:category.mp3]
realistic,(adj.),[rɪəˈlɪstɪk],"реалистичный, практический",[sound:realistic.mp3]
wealth,(n.),[welθ],"богатство, состояние, избыток",[sound:wealth.mp3]
profession,(n.),[prəˈfeʃ(ə)n],профессия,[sound:profession.mp3]
ambition,(n.),[æmˈbɪʃən],"цель, предмет желаний, активность",[sound:ambition.mp3]
ethnic,(adj.),[ˈeθnɪk(ə)l],национальный,[sound:ethnic.mp3]
agent,(n.),[ˈeɪdʒ(ə)nt],"агент, представитель, посредник",[sound:agent.mp3]
shift,(n.),[ʃɪft],"изменение, перемещение, сдвиг",[sound:shift.mp3]
chairman,(n.),[tʃeə(r)mæn],председатель,[sound:chairman.mp3]
cast,(n.),[kɑːst],бросок,[sound:cast.mp3]
dislike,(v.),[dɪsˈlaɪk],"испытывать неприязнь, не любить",[sound:dislike.mp3]
battery,(n.),[ˈbætərɪ],батарея,[sound:battery.mp3]
estimate,(v.),[ˈestɪmət],"оценивать, устанавливать цену или стоимость",[sound:estimate.mp3]
honestly,(adv.),[ˈɒnɪstlɪ],"честно, искренне",[sound:honestly.mp3]
biology,(n.),[baɪˈɒlədʒɪ],биология,[sound:biology.mp3]
bargain,(n.),[bargain],"выгодная покупка, соглашение",[sound:bargain.mp3]
controlled,(adj.),[kənˈtrəʊld],"управляемый, контролируемый",[sound:controlled.mp3]
grave,(n.),[ɡreɪv],могила,[sound:grave.mp3]
somewhat,(adv.),[ˈsʌmwɒt],"отчасти, слегка, весьма",[sound:somewhat.mp3]
whisper,(n.),[ˈwɪspə(r)],шёпот,[sound:whisper.mp3]
fit,(v.),[ˈfɪʃ],"быть впору, быть в самый раз, подходить (к чему-л.)",[sound:fit.mp3]
grant,(n.),[ɡrɑːnt],"подарок, дар",[sound:grant.mp3]
joint,(adj.),[dʒɔɪnt],"общий, совместный",[sound:joint.mp3]
concentration,(n.),[kɒnsənˈtreɪʃ(ə)n],"концентрация, сосредоточенность",[sound:concentration.mp3]
major,(adj.),[ˈmeɪdʒə(r)],"значительный, более важный",[sound:major.mp3]
associate,(v.),[əˈsəʊʃɪət],"объединять, соединять, ассоциировать",[sound:associate.mp3]
width,(n.),[wɪtθ],"ширина, широта",[sound:width.mp3]
willingly,(adv.),[ˈwɪlɪŋlɪ],"охотно, с готовностью",[sound:willingly.mp3]
unwilling,(adj.),[ʌnˈwɪlɪŋ],"нерасположенный, несклонный",[sound:unwilling.mp3]
pile,(v.),[ˈpaɪl],"складывать в кучу, штабелировать",[sound:pile.mp3]
winning,(adj.),[ˈwɪnɪŋ],"выигрывающий, побеждающий",[sound:winning.mp3]
sailing,(n.),[seɪlɪŋ],"мореплавание, навигация",[sound:sailing.mp3]
worship,(v.),[ˈwəːʃɪp],"поклоняться, почитать",[sound:worship.mp3]
alongside,(adv.),[əlɒŋˈsaɪd],"неподалёку, поблизости",[sound:alongside.mp3]
witness,(n.),[ˈwɪtnɪs],"свидетель, очевидец",[sound:witness.mp3]
witness,(v.),[ˈwɪtnɪs],быть свидетелем (чего-л.),[sound:witness.mp3]
trend,(n.),[trend],"курс, направление, тенденция",[sound:trend.mp3]
anniversary,(n.),[ænɪˈvəːsərɪ],"годовщина, юбилей",[sound:anniversary.mp3]
desperately,(adv.),[ˈdespərətli],"отчаянно, безрассудно",[sound:desperately.mp3]
assistance,(n.),[əˈsɪst(ə)ns],"помощь, поддержка, содействие",[sound:assistance.mp3]
reading,(n.),[ˈriːdɪŋ],чтение,[sound:reading.mp3]
relatively,(adv.),[ˈrelətɪvlɪ],"относительно, сравнительно",[sound:relatively.mp3]
equal,(n.),[ˈiːkwəl],"равный, ровня",[sound:equal.mp3]
drugstore,(n.),[drʌɡstɔː(r)],аптека,[sound:drugstore.mp3]
innocent,(adj.),[ˈɪnəs(ə)nt],"невинный, чистый, непорочный",[sound:innocent.mp3]
mount,(n.),[maʊnt],"холм, гора, бугорок (на ладони)",[sound:mount.mp3]
executive,(adj.),[ɪɡˈzekjʊtɪv],"исполнительный, президентский",[sound:executive.mp3]
plenty,(conj.),[ˈplentiː],"изобилие, достаток",[sound:plenty.mp3]
written,(adj.),[ˈrɪt(ə)n],"записанный, письменный",[sound:written.mp3]
tablet,(n.),[ˈtæblɪt],"таблетка, табличка",[sound:tablet.mp3]
sector,(n.),[ˈsektə(r)],"сектор, отрасль",[sound:sector.mp3]
coldly,(adv.),[kəʊldli],"холодно, равнодушно",[sound:coldly.mp3]
announcement,(n.),[əˈnaʊnsmənt],"объявление, сообщение, извещение",[sound:announcement.mp3]
chart,(n.),[tʃɑːt],"диаграмма, карта, список",[sound:chart.mp3]
grab,(v.),[ɡræb],"схватывать, хватать",[sound:grab.mp3]
sufficiently,(adv.),[səˈfɪʃ(ə)ntlɪ],"достаточно, адекватно, довольно",[sound:sufficiently.mp3]
beautifully,(adv.),[ˈbjuːtɪfəli],"превосходно, чудно, красиво",[sound:beautifully.mp3]
procedure,(n.),[prəˈsiːdjə(r)],"процедура, порядок",[sound:procedure.mp3]
